type,front_or_cloze_text,back_or_extra,domain,task_statement,priority,card_class,reference
basic,What is the 'summarize-then-inject' pattern between investigation phases?,"Condense Phase 1's raw discoveries into an executive-brief summary, and provide only that summary (not the raw tool output) as context to Phase 2 workers.",D5,5.4,high,mechanism,Guide §6 TS5.4 · Part 29
basic,Why must raw tool output from an earlier investigation phase never be piped directly to a downstream specialized agent?,"It floods the downstream agent's context with unfiltered operational telemetry it doesn't need, instead of the distilled findings relevant to its task.",D5,5.4,high,antipattern,Guide §6 TS5.4 · Part 29
cloze,"The five patterns for clean context in large codebase exploration are: scratchpad files, {{c1::subagent delegation for file exploration}}, proactive {{c2::/compact}} usage, structured state persistence (manifests), and inter-phase summarization.",Five architectural patterns for managing context during codebase exploration.,D5,5.4,high,mechanism,Guide §6 TS5.4 · Part 29
basic,"During a code review of 14 files, the model shows attention dilution and inconsistent findings across files. Why is switching to a higher-tier model with a larger context window NOT the correct fix?",A larger context window doesn't solve attention-quality degradation across many files — the real fix is splitting the review into focused per-file passes plus a separate cross-file integration pass.,D5,5.4,high,discrimination,Guide §9 (multi-pass review item)
basic,Why does running long-lived agent sessions without any checkpoint/manifest mechanism ('stateless execution') hurt reliability?,"A crash or interruption forces a full restart, losing hours of accumulated findings that a manifest-based checkpoint would have preserved.",D5,5.4,normal,antipattern,Guide §6 TS5.4 · Part 29
basic,What analogy is used to describe an agent reading dozens of files without any external tracking mechanism?,A human researcher reading 50 research papers without taking notes — early details get lost by the time later material is reached.,D5,5.4,normal,mechanism,Guide §6 TS5.4 · Part 29
basic,"Give an example of the kind of specific, targeted question a coordinator should delegate to a subagent during codebase exploration, rather than exploring itself.","E.g., 'find all test files' or 'trace refund flow dependencies' — a bounded question whose verbose exploration output stays isolated in the subagent.",D5,5.4,normal,mechanism,Guide §6 TS5.4
basic,Why does isolating subagent exploration output (rather than letting it flow into the main agent's context) help preserve high-level architectural reasoning?,"It keeps the main agent's context budget free of verbose, low-level detail so it can focus on coordination and synthesis rather than raw code.",D5,5.4,normal,mechanism,Guide §6 TS5.4 · Part 29
basic,What is the exam's recommended technique for 'addressing late-session vagueness' in a long codebase exploration session?,"Execute /compact and summarize prior milestones before continuing, rather than pushing forward with an already-degraded context.",D5,5.4,normal,mechanism,Guide §6 TS5.4 · Part 29
basic,An extraction pipeline reports 97% aggregate accuracy overall. Why can this figure be misleading?,"Aggregate accuracy can mask poor performance on specific document types or fields — a high-volume, easy segment can pull the average up while a rare, hard segment performs far worse.",D5,5.5,high,discrimination,Guide §6 TS5.5 · Part 30
basic,What must be validated before reducing human review on a document extraction pipeline?,"Accuracy broken down by document type and by individual field, to verify consistent performance across all segments — not just the overall aggregate.",D5,5.5,high,mechanism,Guide §6 TS5.5 · Part 30
basic,Why should confidence scores be generated per extracted field rather than as one score for the whole document?,A document can have some fields the model is very sure of and others it's uncertain about; a single document-level score would hide which specific fields need review.,D5,5.5,high,discrimination,Guide §6 TS5.5 · Part 30
basic,"In a three-tier confidence routing policy, what happens at each tier?",High confidence: auto-accept. Medium: route to human review. Low: flag as unextracted rather than accept. The tier boundaries are set per deployment by calibrating against a labelled validation set — the exam guide states no fixed percentages.,D5,5.5,high,mechanism,Guide §6 TS5.5 · EP10 · Part 30 (worked example uses ~95% / ~50% cutoffs; illustrative only)
basic,Why can't raw model-reported confidence scores be trusted at face value for routing decisions?,Raw LLM probabilities are not naturally calibrated — a model can report 90% certainty on predictions that are only correct 70% of the time.,D5,5.5,high,discrimination,Guide §6 TS5.5 · Part 30
basic,What are the four steps of the confidence calibration process for an extraction model?,"1) Build a ground-truth validation set (e.g., 100+ diverse, manually verified documents). 2) Run the extraction model on the full benchmark. 3) Plot reported confidence against actual empirical accuracy. 4) Shift automation thresholds to match true accuracy (e.g., raise the auto-accept cutoff if a given confidence level underperforms).",D5,5.5,high,mechanism,Guide §6 TS5.5 · Part 30
basic,"If a validation set shows that fields reported at 0.90 confidence are actually correct only 85% of the time, what should the team do?","Raise the auto-accept threshold above 0.90 (e.g., to 0.95) so that only genuinely reliable confidence levels bypass human review.",D5,5.5,normal,mechanism,Guide §6 TS5.5 · Part 30
basic,Why is stratified sampling preferred over uniform random sampling for post-deployment quality audits of extraction accuracy?,"Uniform random sampling over-samples the easy, high-volume segment and barely reviews rare, high-risk segments, creating a blind spot where regressions in minority categories go undetected.",D5,5.5,high,discrimination,Guide §6 TS5.5 · Part 30
basic,What is stratified random sampling used for in ongoing extraction monitoring?,Measuring error rates within high-confidence extractions and detecting novel error patterns even in the segments that are auto-accepted.,D5,5.5,normal,definition,Guide §6 TS5.5
basic,"What three destinations should a human reviewer's correction feed into, in a closed feedback loop for a review workflow?",1) Production delivery (the corrected value updates downstream systems). 2) Threshold tuning (the correction expands the calibration dataset). 3) Prompt refinement (recurring error patterns improve instructions/few-shot examples).,D5,5.5,high,mechanism,Guide §6 TS5.5 · Part 30
basic,Why is automating high-confidence extraction tiers across an entire pipeline before testing each document-type segment considered premature?,A high aggregate confidence can still hide a segment (document type or field) with much lower true accuracy; each segment needs its own validation before being auto-accepted.,D5,5.5,normal,antipattern,Guide §6 TS5.5 · Part 30
cloze,"The human review anti-patterns are: relying on {{c1::aggregate accuracy metrics}}, trusting {{c2::uncalibrated model confidence scores}}, uniform random audits, premature end-to-end automation, and static one-way review queues.",Five anti-patterns in human review workflow design.,D5,5.5,high,antipattern,Guide §6 TS5.5 · Part 30
basic,What happens during synthesis if source attribution isn't explicitly preserved through each summarization step?,"The link between a specific claim and its original source is lost, leaving statements in the final report unverifiable.",D5,5.6,high,mechanism,Guide §6 TS5.6 · Part 31
basic,"What is a 'claim-source mapping,' and where must it be preserved?","A structured pairing of each claim with its source metadata (URL, document name, excerpt, methodology); it must be preserved and merged at every synthesis level, from subagent output through the coordinator to the final report.",D5,5.6,high,definition,Guide §6 TS5.6 · Part 31
basic,"Two credible sources report conflicting statistics (e.g., 94% vs. 87% success rate). What should the synthesis agent do?","Annotate the conflict explicitly, present both values with their sources, and explain any methodological differences — never arbitrarily pick one value.",D5,5.6,high,trigger,Guide §6 TS5.6 · Part 31
basic,Why can including publication dates turn an apparent contradiction between two sources into something else entirely?,"If the sources report different values at different times, the 'contradiction' may actually be a trend over time (e.g., 87% in 2024 rising to 94% in 2025), not a genuine conflict.",D5,5.6,high,discrimination,Guide §6 TS5.6 · Part 31
basic,"How should financial data, news findings, and technical specifications each be rendered in a synthesis report?","Financial data as tables, news findings as prose narratives, technical specifications as structured lists — matched to the content's natural format rather than forced into one uniform style.",D5,5.6,high,mechanism,Guide §6 TS5.6 · Part 31
basic,Why is forcing all synthesis content into a single uniform bullet-point format an anti-pattern?,"It obscures the natural clarity each content type has in its own format (e.g., tables for numeric comparisons, prose for narrative news), reducing readability.",D5,5.6,normal,antipattern,Guide §6 TS5.6 · Part 31
basic,How should a final synthesis report be structured with respect to confidence levels?,"With explicit sections distinguishing well-established findings, contested findings, and areas with coverage gaps — rather than presenting all findings with equal apparent certainty.",D5,5.6,high,mechanism,Guide §6 TS5.6 · Part 31
cloze,The single most important technique for information provenance in multi-source synthesis is requiring {{c1::structured claim-source mappings}} that are preserved and merged through every synthesis stage.,The core provenance technique emphasized for the exam.,D5,5.6,high,mechanism,Guide §6 TS5.6 · Part 31
basic,"Two sources conflict on a statistic, and one is from an academic medical center while the other is from community hospitals. What is the correct way to present this instead of picking the 'more authoritative' one?","Present both values, attribute each to its source, and explain the methodological difference (population/setting) that likely explains the discrepancy — rather than silently discarding one.",D5,5.6,normal,discrimination,Guide §6 TS5.6 · Part 31
basic,"In the agentic loop, what should an agent inspect on each response to decide whether the loop continues, and what are the possible values it must branch on?","The model's reported stop_reason — e.g., tool_use (continue the loop and execute the tool) vs end_turn (stop) vs max_tokens or a refusal, each requiring different handling rather than being treated as a generic exception.",D5,5.4,normal,mechanism,Guide §6 · EP10
basic,Why should agent execution loops enforce a hard max_turns bound?,"To prevent infinite recursion or runaway loops when the model doesn't naturally terminate, providing a defensive backstop distinct from normal completion logic.",D5,5.4,normal,mechanism,Guide §6 · EP10
basic,An orchestration loop terminates when the model's text output contains a phrase like 'I'm done' or 'task complete'. What is wrong with this?,"Text content is not a control-flow signal. The loop must branch on the API's `stop_reason` field (continue on `tool_use`, terminate on `end_turn`) — a model can produce completion-sounding text without actually finishing, or finish without ever saying it.",D1,1.1,high,antipattern,Mock Exam A rubric Q1 · Exam Guide §6 TS1.1
basic,"After a tool call returns a result, what must happen to that result before the next model request is sent?","It must be appended to the conversation history, and the full updated history is sent with the next request. The Messages API is stateless — nothing is retained server-side — so the model only 'sees' prior tool results if they are re-sent in full each turn.",D1,1.1,high,mechanism,Mock Exam A rubric Q2 · Exam Guide §6 TS1.1
basic,"In the Claude API, which two `stop_reason` values distinguish 'keep looping' from 'the task is finished'?",`tool_use` means the model wants to call a tool and the loop should continue; `end_turn` means the model has finished and the loop should terminate. Neither is inferred from message text.,D1,1.1,high,definition,Mock Exam A rubric Q1 · Exam Guide §17 Appendix
basic,"A coordinator agent always invokes the same fixed set of subagents for every incoming query, regardless of what the query asks. What should it do instead?","Dynamically select which subagents a given query actually needs, based on the query's complexity and content — not run an always-on pipeline. A crude heuristic like word count is not a substitute for real complexity analysis.",D1,1.2,normal,antipattern,Mock Exam A rubric Q31 · Exam Guide §6 TS1.2
basic,"In a multi-agent research system, several subagents keep researching the same subtopics and duplicating each other's work. What design change prevents this at the source?","Partition the research scope up front — assign distinct subtopics or source types to each agent — rather than letting them research freely and deduplicating results afterward, which wastes tokens and searches before the cleanup even happens.",D1,1.2,normal,mechanism,Mock Exam A rubric Q32 · Exam Guide §6 TS1.2
basic,Describe the iterative refinement loop a research coordinator should run when a first-pass synthesis has coverage gaps.,"Evaluate the synthesis for gaps, re-delegate targeted queries to close those specific gaps, and re-invoke synthesis — repeating until coverage is sufficient. Padding the report with generic text, over-provisioning every possible query upfront, or filling gaps with uncited model knowledge are all wrong substitutes.",D1,1.2,normal,mechanism,Mock Exam A rubric Q33 · Exam Guide §6 TS1.2
basic,"A coordinator's prompt to a synthesis subagent says 'summarize the research findings gathered so far,' but the subagent produces nothing relevant. Why?",Subagents run with isolated context — the synthesis subagent has never seen the other agents' findings. A reference to prior work in the prompt text does not transmit that work; the findings themselves must be included directly in the prompt.,D1,1.3,normal,antipattern,Mock Exam A rubric Q34 · Exam Guide §6 TS1.3
basic,A coordinator agent cannot spawn any subagents at all. What single configuration entry is almost always the missing piece?,"`Task` must be present in the coordinator's `allowedTools` list — subagent spawning goes through the Task tool. The fix is adding that one entry, not granting broad or unrestricted tool access.",D1,1.3,normal,mechanism,Mock Exam A rubric Q36 · Exam Guide §6 TS1.3
basic,"A support request bundles three unrelated problems in one message. What is the correct decomposition strategy, and what should be avoided?","Decompose into distinct items, investigate them in parallel while sharing the customer/account context across them, then synthesize one unified resolution. Do not push the issues back onto the customer to split up, escalate everything wholesale, or investigate each in isolation and lose the shared context.",D1,1.6,normal,mechanism,Mock Exam A rubric Q7 · Exam Guide §6 TS1.6
basic,"Why is a fixed, predefined investigation script the wrong decomposition strategy for open-ended root-cause investigation?","A fixed script proceeds through the same steps regardless of what is discovered along the way, so any cause outside its anticipated path goes uncovered. Open-ended investigation needs dynamic decomposition, where each next subtask is generated from what the previous one just found.",D1,1.6,normal,antipattern,"Mock Exam A rubric Q8, Q37 · Exam Guide §6 TS1.6"
basic,"When is a fixed, predefined task pipeline actually the right choice over dynamic decomposition?","For predictable, multi-aspect work where the set of subtasks is known in advance and doesn't depend on intermediate findings. Dynamic decomposition is for open-ended investigation; defaulting to it everywhere is itself an over-correction.",D1,1.6,normal,discrimination,Mock Exam A rubric Q37 · Exam Guide §6 TS1.6
basic,"A long agent session hits a snag after most of a day's context was already validly established, and only three files changed since. Is resuming the session valid, and what should happen?","Yes — resumption is valid when most prior context still holds. Inform the resumed session which specific files changed so it can do targeted re-analysis of just those, rather than re-exploring everything from scratch (which defeats the point of resuming) or discarding a day of valid work.",D1,1.7,normal,mechanism,Mock Exam A rubric Q28 · Exam Guide §6 TS1.7
basic,What is wrong with using an iteration cap alone as an agentic loop's primary termination condition?,"An iteration cap is a safety backstop, not a completion signal — it stops the loop after N turns whether or not the task is actually done, producing either premature cutoff or wasted turns. Real termination should be driven by `stop_reason`, with the cap only as a fallback ceiling.",D1,1.1,high,antipattern,Mock Exam A rubric Q1 · blueprint_map.md Question style rules
basic,"Structured handoff packages (case ID, root cause, key facts, recommended action) exist for a specific failure mode when an agent hands off to a human. What does the package prevent?","It prevents forcing the human to redo the investigation from scratch because they lack the transcript — the package preserves accumulated work. Substituting bare triage metadata, or discarding the investigation entirely, throws away exactly what the handoff is meant to carry forward.",D1,1.4,high,mechanism,Mock Exam A rubric Q3 · Exam Guide §6 TS1.4
basic,"A workflow needs a step to run every single time with no exceptions. Rank these by reliability: prompt instructions, few-shot examples, temperature 0, a prerequisite gate, an interception hook.","Only a prerequisite gate (blocks the call structurally so the next step can't proceed without it) and an interception hook (rejects non-compliant calls at the tool-call boundary) are deterministic. Prompt instructions, few-shot examples, and low temperature only improve probabilistic compliance — none of them can guarantee 'always,' because the model can still deviate.",D1,1.4,high,discrimination,Mock Exam A rubric Q4 · Exam Guide §6 TS1.4
basic,"An agent's tool-selection accuracy is poor and the current tool descriptions are minimal (one line, no examples, no boundaries). What is the highest-leverage first fix?","Expand the tool descriptions themselves — add input formats, usage examples, and boundaries of what the tool does and doesn't do. Tool descriptions are the primary mechanism the model uses for tool selection; adding routing layers or classifier models bypasses the model's own language understanding and is over-engineered for what is fundamentally a description problem.",D2,2.1,normal,mechanism,Mock Exam A rubric Q9 · Exam Guide §6 TS2.1
basic,"A tool has a clear, well-written description, but the model still calls it inappropriately because the system prompt says things like 'always start by looking up the order.' What is actually wrong?","System prompt wording can override good tool descriptions — keyword-sensitive instructions create unintended tool associations regardless of how well the tool itself is described. The fix is removing or rewording the conflicting system-prompt instruction, not touching the tool description or restricting the tool.",D2,2.1,normal,antipattern,Mock Exam A rubric Q10 · Exam Guide §6 TS2.1
basic,"Two tools have near-identical descriptions and the model can't reliably choose between them. What actually differentiates them for the model, and what doesn't?","Concrete document-type (or use-case) cues and explicit 'use this, not that' boundaries differentiate them. A brittle heuristic like matching on filenames, or an architecture change like adding a router, treats a description problem as something else.",D2,2.1,normal,discrimination,Mock Exam A rubric Q46 · Exam Guide §6 TS2.1
basic,"An MCP tool returns the generic string 'Operation failed' on every error. What is broken, and what should the error contain instead?","A generic message gives the agent no basis for a recovery decision. Structured error metadata should include an `errorCategory` (transient / validation / permission), an `isRetryable` flag, and a human-readable description — letting the agent retry transient failures, explain business errors, and stop on permission errors.",D2,2.2,high,antipattern,Mock Exam A rubric Q11 · Exam Guide §6 TS2.2
basic,"A tool call fails because of a business-rule violation (e.g. a policy blocks the requested refund). How should the error be structured, and what two things must the response avoid?","Set `retriable: false` and include a customer-friendly explanation so the agent can communicate the policy accurately and stop. It must not invite pointless retries, strip the context needed to explain the failure, or — the named anti-pattern — report the failure as if it were a success.",D2,2.2,high,mechanism,Mock Exam A rubric Q12 · Exam Guide §6 TS2.2
basic,Silently returning a failed operation's result as if it had succeeded is a named anti-pattern in MCP tool design. Why is it worse than a plain error?,"It actively lies to the agent about the outcome, so the agent (and anything downstream of it) proceeds believing an action happened when it didn't — there is no error signal for the agent to act on, retryable or not.",D2,2.2,high,antipattern,Mock Exam A rubric Q12 · Exam Guide §6 TS2.2
basic,"A search tool returns zero results for a syntactically valid query. Should this be reported as a failure, and how should reporting distinguish it from an actual access failure?","No — zero results for a valid query is a successful search, just an empty one. Reporting must explicitly distinguish 'valid query, no matches' from 'query could not run' (e.g. access/permission failure), or the coordinator will keep retrying a search that already succeeded.",D2,2.2,normal,mechanism,Mock Exam A rubric Q38 · Exam Guide §6 TS2.2
basic,"What does the MCP `isError` flag on a tool result exist to signal, as opposed to encoding error state inside the payload text?","It is the intended, structural way to mark a tool result as an error so calling code (and the model) can branch on it directly, rather than having to parse or infer failure from the content of the returned text.",D2,2.2,high,definition,Mock Exam A rubric Q11 · Exam Guide §17 Appendix
basic,"An agent has 18 tools available and its tool-selection accuracy is poor. Is the fix more tools, fewer tools, or a routing layer?","Fewer, role-scoped tools. Overloading an agent with tools — especially ones outside its actual role — degrades selection reliability and invites misuse; a coordinator bottleneck that vets every trivial tool need overshoots in the other direction. Right-sizing each agent's tool set (roughly 4–5) is the fix.",D2,2.3,high,mechanism,Mock Exam A rubric Q39 · Exam Guide §6 TS2.3
basic,"A workflow requires a specific tool (e.g. a metadata-extraction step) to run before anything else, every time. Which `tool_choice` configuration guarantees this, and what's the difference from just guaranteeing 'a' tool call?","Forced tool selection — `tool_choice: {""type"": ""tool"", ""name"": ""<tool>""}` — guarantees that exact tool runs. `tool_choice: {""type"": ""any""}` only guarantees some tool call happens, not which one; it doesn't enforce a required prerequisite step.",D2,2.3,high,discrimination,Mock Exam A rubric Q47 · Exam Guide §6 TS2.3
basic,"Team members are manually configuring the same MCP server one by one on their own machines, and it needs a credential. What is the correct configuration approach?","Put the server in project-scoped `.mcp.json` (checked into version control) so it's shared automatically, and reference the credential via environment variable expansion (e.g. `${TRACKER_TOKEN}`) so the secret itself is never committed.",D2,2.4,high,mechanism,Mock Exam A rubric Q29 · Exam Guide §6 TS2.4
basic,"An agent has access to an MCP server exposing a rich content catalog, but it keeps defaulting to a built-in Grep-style tool to discover content by trial and error. What two changes fix this?","Expose the catalog via an MCP resource (so the agent doesn't need to discover content through blind tool calls), and improve the MCP tool's description so the model stops defaulting to the more familiar but less capable built-in tool. Removing the built-in tool, or forcing the MCP tool on every turn, are both overcorrections.",D2,2.4,high,mechanism,Mock Exam A rubric Q40 · Exam Guide §6 TS2.4
basic,"MCP resources vs MCP tools — what is each one for, per the exam guide's intended usage?",Resources expose content catalogs for the model to browse or reference; tools represent actions the model can invoke. Using a resource where sharing/scope control is actually what's needed (or vice versa) is a category confusion the guide calls out directly.,D2,2.4,high,definition,Mock Exam A rubric Q40 · Exam Guide §17 Appendix
basic,"An Edit tool call fails because its anchor text isn't unique in the file. What is the standard fallback, and what should be avoided?","Read the file's full contents, then Write back the full corrected file. Reaching for shell text-manipulation (sed/awk-style surgery) introduces different failure modes, and changing the target instead of the method doesn't address why Edit failed.",D2,2.5,normal,mechanism,Mock Exam A rubric Q30 · Exam Guide §6 TS2.5
basic,"A team wants a coding convention enforced for everyone, but it currently only lives in individual developers' `~/.claude/CLAUDE.md`. What's wrong with that, and where should it go?","User-level CLAUDE.md applies only to that one user and never travels through version control, so nobody else gets it. Team-wide standards belong in the project-level CLAUDE.md, which is checked into the repo and applies to everyone working in it.",D3,3.1,high,antipattern,Mock Exam A rubric Q16 · Exam Guide §6 TS3.1
basic,"A project's CLAUDE.md has grown into one long, hard-to-maintain file. What is the recommended structural fix?","Split it into focused topic files under `.claude/rules/`, optionally pulled in with @imports. Moving standards into per-directory files multiplies the maintenance burden instead of reducing it, and moving always-relevant standards to opt-in personal files makes them inconsistently applied.",D3,3.1,high,mechanism,Mock Exam A rubric Q17 · Exam Guide §6 TS3.1
basic,"A skill needs to (a) be prevented from running destructive Bash commands and (b) prompt the user for a missing service name when invoked. Which two frontmatter fields do each of these, and why can't `context: fork` substitute for the safety requirement?",`allowed-tools` restricts what the skill can do — e.g. excluding Bash — and is structural. `argument-hint` prompts for the missing argument at invocation. `context: fork` only isolates context pollution; relying on it as a safety boundary against destructive actions confuses isolation with restriction.,D3,3.2,high,discrimination,Mock Exam A rubric Q19 · Exam Guide §6 TS3.2
basic,"A team wants a convention (e.g. test file naming) applied consistently to every file matching a pattern, no matter which directory it's in. What CLAUDE.md mechanism handles this, and why do per-directory CLAUDE.md files or root-file inference fall short?","A path-specific rule with a glob pattern (e.g. `paths: [""**/*.test.*""]`) applies by file type wherever files live. Per-directory CLAUDE.md handles this badly because conventions live with location, not file type; inferring from a root file is unreliable because it depends on the model noticing and generalizing correctly.",D3,3.3,high,mechanism,Mock Exam A rubric Q20 · Exam Guide §6 TS3.3
basic,A bug fix has a clear stack trace and touches exactly one file. Is this plan-mode or direct-execution territory?,"Direct execution — this is the guide's own textbook example. Plan mode is for signals like a large multi-file migration, changes crossing architectural boundaries, or a problem with multiple valid approaches that imply different infrastructure choices.",D3,3.4,normal,discrimination,Mock Exam A rubric Q22 · Exam Guide §6 TS3.4
basic,Why does Claude Code offload broad codebase discovery to an Explore subagent rather than doing it inline in the main conversation?,"The Explore subagent isolates verbose discovery output and returns only summaries, preserving room in the main conversation for the actual implementation work. Stuffing findings into commit messages abuses them as scratch storage and loses fidelity.",D3,3.4,normal,mechanism,Mock Exam A rubric Q23 · Exam Guide §6 TS3.4
basic,"A prose description of a required transformation keeps getting interpreted inconsistently across attempts. What single change is most effective at fixing this, versus just re-explaining or verifying comprehension?",Give 2–3 concrete input/output examples of the transformation. Re-explaining in prose repeats the failed strategy; asking the model to restate its understanding verifies comprehension of the ambiguous prose without removing the ambiguity itself.,D3,3.5,normal,mechanism,Mock Exam A rubric Q24 · Exam Guide §6 TS3.5
basic,"You've spotted a race condition and a cache-invalidation bug that interact, plus an unrelated typo. How should these be fed back to Claude Code — together, separately, or in some order?","The interacting issues (race condition + cache invalidation) belong in a single detailed message so they're solved together, since fixing one without the context of the other risks an incompatible patch. The unrelated typo can be reported separately, in sequence.",D3,3.5,normal,mechanism,Mock Exam A rubric Q25 · Exam Guide §6 TS3.5
basic,"What CLI flags make Claude Code produce machine-parseable, schema-conforming output suitable for a CI pipeline step?","`-p` (or `--print`) for non-interactive mode, combined with `--output-format json` and `--json-schema` to constrain the JSON to a specific schema. Treating structure as something to parse out of free text afterward, or inventing flags like `--batch` or `CLAUDE_HEADLESS`, are both wrong.",D3,3.6,normal,mechanism,Mock Exam A rubric Q26 · Exam Guide §6 TS3.6
basic,A CI code-review step re-runs Claude Code on every push and it keeps re-flagging the same already-acknowledged issues. How should re-runs be scoped?,Feed the prior findings into the re-run's context and instruct it to report only new or still-unaddressed issues. Stopping review once a fix lands skips verifying the fix worked; brittle string-matching against old output breaks when wording shifts; reviewing only the diff loses whole-PR and cross-file context.,D3,3.6,normal,mechanism,Mock Exam A rubric Q27 · Exam Guide §6 TS3.6
basic,Distractors sometimes reference CLI flags or environment variables like `--batch` or `CLAUDE_HEADLESS`. What should you do with an option you don't recognize from the guide's actual flag list?,"Treat it as a fabricated option and eliminate it — the guide's real CI-relevant flags are `-p`/`--print`, `--output-format json`, and `--json-schema`. Options invented for a distractor sound plausible but don't exist.",D3,3.6,normal,technique,blueprint_map.md Question style rules
basic,An extraction agent is told to 'be conservative' and to filter by its own confidence score to cut false positives. Why does this underperform explicit categorical criteria?,'Be conservative' and self-reported confidence are the guide's named failure patterns for this problem — they're vague and poorly calibrated. What actually improves precision is stating explicit categorical criteria: exactly what counts as a match (or discrepancy) and what doesn't.,D4,4.1,normal,antipattern,Mock Exam A rubric Q48 · Exam Guide §6 TS4.1
basic,"A document set has several structurally different layouts, and the model handles some but not others. How do few-shot examples solve this, versus a prose description of the structures?","Provide few-shot examples demonstrating correct extraction from each structural variant — this lets the model generalize the handling pattern to layouts it hasn't seen. Describing the structures in prose, without demonstrating how to handle them, doesn't transfer the skill.",D4,4.2,normal,mechanism,Mock Exam A rubric Q49 · Exam Guide §6 TS4.2
basic,"On unusual document formats, a model fabricates plausible-looking values for fields that should legitimately be null. What's the canonical few-shot fix, versus forcing the field to a default value?",Show few-shot examples of correct null/empty extraction from exactly those unusual formats. Forcing a default value doesn't create comprehension — it just relocates the fabrication; the model still doesn't know when a field is genuinely absent.,D4,4.2,normal,mechanism,Mock Exam A rubric Q50 · Exam Guide §6 TS4.2
basic,"Why is tool use with a JSON schema considered the most reliable way to get structured output, compared to a schema described in the prompt plus a repair/retry pass?","With tool use, JSON syntax errors are eliminated by construction — the API enforces the schema at the protocol level. A schema described only in the prompt is still a probabilistic contract that Claude may violate; repairing malformed output after the fact patches damage instead of preventing it.",D4,4.3,normal,mechanism,Mock Exam A rubric Q51 · Exam Guide §6 TS4.3
basic,"A schema field has a fixed enum of categories, but real documents sometimes contain a value outside that enum. The model then either fabricates a matching enum value or refuses. What two schema design changes prevent this?","Add an `""other""` enum value paired with a free-text detail field to represent out-of-enum categories accurately, and make genuinely absent fields nullable/optional so the model can say 'absent' instead of fabricating a value to satisfy a required field.",D4,4.3,normal,mechanism,Mock Exam A rubric Q52 · Exam Guide §6 TS4.3
basic,"A pipeline doesn't know in advance which of several extractor tools applies to an incoming document. Which `tool_choice` setting is correct, and why not force a specific tool or allow free text?","`tool_choice: ""any""` — it guarantees a tool call happens (no conversational text reply) while leaving the choice of which extractor to the model, which is exactly right when document type is unknown. Forcing a specific tool would pick the wrong extractor on unknown-type documents; permitting text replies would give up the structured-output guarantee entirely.",D4,4.3,normal,discrimination,Mock Exam A rubric Q53 · Exam Guide §6 TS4.3
basic,A structured extraction fails schema validation. What three things must the retry prompt include for the model to actually fix the specific problem?,"The original source document, the failed extraction attempt, and the specific validation error message. Omitting the document removes the source of truth; omitting the failed attempt and error discards the diagnosis the model needs to correct the exact defect.",D4,4.4,high,mechanism,Mock Exam A rubric Q54 · Exam Guide §6 TS4.4
basic,"Retry-with-error-feedback fixes some extraction failures but not others. What category of failure can no retry ever recover, and what's the actual fix?","Information that was never present in the source document handed to the model — retrying can't recover data that isn't there. That requires a pipeline fix (e.g. ensuring the missing page/attachment reaches the model), not a better prompt.",D4,4.4,high,discrimination,Mock Exam A rubric Q55 · Exam Guide §6 TS4.4
basic,"An extraction schema is in strict mode, so JSON syntax errors are gone, but the model still occasionally reports a total that doesn't match the sum of its own line items. What does strict schema mode not fix, and how do you catch this?","Strict schemas eliminate syntax errors, not semantic ones. Design the schema to extract both `calculated_total` and `stated_total` as separate fields and flag disagreement between them — cross-field arithmetic checks can't be expressed in JSON Schema itself, so the check has to live downstream.",D4,4.4,high,mechanism,Mock Exam A rubric Q56 · Exam Guide §6 TS4.4
basic,A retry-with-feedback loop keeps failing on the same field even though the prompt now includes the validation error. What are two wrong ways to diagnose this before assuming it's random model noise?,"Check whether the retry prompt is actually discarding the original document (leaving nothing to re-extract from) or discarding the prior failed attempt/error (leaving nothing to correct against) — both are far more common than genuine sampling noise, and either one alone breaks the loop.",D4,4.4,high,discrimination,"Mock Exam A rubric Q54, Q56 · Exam Guide §6 TS4.4"
basic,"A large Message Batches API job partially fails — some requests error out, most succeed. How should the failed subset be identified and reprocessed?","Identify failed requests by their `custom_id` and resubmit only those, after fixing whatever caused the failure (e.g. chunking oversized documents that exceeded a limit). Reprocessing the entire batch, including the requests that already succeeded, wastes the batch's cost savings.",D4,4.5,high,mechanism,Mock Exam A rubric Q57 · Exam Guide §6 TS4.5
basic,What two properties of the Message Batches API make it unsuitable for a workflow that needs multi-turn tool-calling within a single request?,"It offers up to a 24-hour processing window and roughly 50% cost savings, but it does not support multi-turn tool calling — each request is processed independently, so any workflow requiring back-and-forth tool use within one logical task can't run inside a single batch request.",D4,4.5,high,definition,"Mock Exam A rubric Q57, Q58 · Exam Guide §17 Appendix"
basic,"A processing SLA is 30 hours. Worst case for a batch job is 'wait for the next batch cutoff, then processing time.' If the batch window is up to 24 hours and processing takes 4 hours, does an option with a 4-hour wait-for-cutoff pass, and how should you pick among multiple compliant options?","Yes — 4 + 24 = 28 hours, within the 30-hour SLA. Among multiple options that all meet the SLA, choose the lowest-cost one; paying double for a compliant margin you don't need is the wrong tradeoff when a cheaper compliant option exists.",D4,4.5,high,mechanism,Mock Exam A rubric Q58 · Exam Guide §6 TS4.5
